Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Shift,TPR
NICO,kNN,density,True,True,smear,0.9100909090909091
NICO,kNN,density,True,True,water,1.0
NICO,kNN,ind_span,False,False,autumn,1.0
NICO,kNN,ind_span,False,False,brightness,0.072
NICO,kNN,ind_span,False,False,contrast,0.025
NICO,kNN,ind_span,False,False,grass,1.0
NICO,kNN,ind_span,False,False,hue,1.0
NICO,kNN,ind_span,False,False,multnoise,1.0
NICO,kNN,ind_span,False,False,noise,1.0
NICO,kNN,ind_span,False,False,outdoor,1.0
NICO,kNN,ind_span,False,False,rock,1.0
NICO,kNN,ind_span,False,False,saltpepper,1.0
NICO,kNN,ind_span,False,False,smear,0.157
NICO,kNN,ind_span,False,False,water,1.0
NICO,kNN,ind_span,True,False,autumn,1.0
NICO,kNN,ind_span,True,False,brightness,0.822
NICO,kNN,ind_span,True,False,contrast,0.943
NICO,kNN,ind_span,True,False,grass,1.0
NICO,kNN,ind_span,True,False,hue,1.0
NICO,kNN,ind_span,True,False,multnoise,1.0
NICO,kNN,ind_span,True,False,noise,1.0
NICO,kNN,ind_span,True,False,outdoor,1.0
NICO,kNN,ind_span,True,False,rock,1.0
NICO,kNN,ind_span,True,False,saltpepper,1.0
NICO,kNN,ind_span,True,False,smear,0.786
NICO,kNN,ind_span,True,False,water,1.0
NICO,kNN,ind_span,True,True,autumn,1.0
NICO,kNN,ind_span,True,True,brightness,0.8316363636363636
NICO,kNN,ind_span,True,True,contrast,0.9453636363636364
NICO,kNN,ind_span,True,True,grass,1.0
NICO,kNN,ind_span,True,True,hue,1.0
NICO,kNN,ind_span,True,True,multnoise,1.0
NICO,kNN,ind_span,True,True,noise,1.0
NICO,kNN,ind_span,True,True,outdoor,1.0
NICO,kNN,ind_span,True,True,rock,1.0
NICO,kNN,ind_span,True,True,saltpepper,1.0
NICO,kNN,ind_span,True,True,smear,0.8076363636363636
NICO,kNN,ind_span,True,True,water,1.0
NICO,kNN,val_optimal,False,False,autumn,0.7272727272727273
NICO,kNN,val_optimal,False,False,brightness,0.1511818181818182
NICO,kNN,val_optimal,False,False,contrast,0.04627272727272727
NICO,kNN,val_optimal,False,False,grass,0.7298181818181818
NICO,kNN,val_optimal,False,False,hue,0.8059090909090909
NICO,kNN,val_optimal,False,False,multnoise,0.9092727272727272
NICO,kNN,val_optimal,False,False,noise,0.9648181818181818
NICO,kNN,val_optimal,False,False,outdoor,0.727909090909091
NICO,kNN,val_optimal,False,False,rock,0.7272727272727273
NICO,kNN,val_optimal,False,False,saltpepper,1.0
NICO,kNN,val_optimal,False,False,smear,0.17181818181818181
NICO,kNN,val_optimal,False,False,water,0.7272727272727273
NICO,kNN,val_optimal,True,False,autumn,0.7272727272727273
NICO,kNN,val_optimal,True,False,brightness,0.7615454545454545
NICO,kNN,val_optimal,True,False,contrast,0.9217272727272727
NICO,kNN,val_optimal,True,False,grass,0.7298181818181818
NICO,kNN,val_optimal,True,False,hue,0.8059090909090909
NICO,kNN,val_optimal,True,False,multnoise,0.9092727272727272
NICO,kNN,val_optimal,True,False,noise,0.9648181818181818
NICO,kNN,val_optimal,True,False,outdoor,0.727909090909091
NICO,kNN,val_optimal,True,False,rock,0.7272727272727273
NICO,kNN,val_optimal,True,False,saltpepper,1.0
NICO,kNN,val_optimal,True,False,smear,0.7695454545454545
NICO,kNN,val_optimal,True,False,water,0.7272727272727273
NICO,kNN,val_optimal,True,True,autumn,0.9090909090909091
NICO,kNN,val_optimal,True,True,brightness,0.7769090909090909
NICO,kNN,val_optimal,True,True,contrast,0.9072727272727272
NICO,kNN,val_optimal,True,True,grass,0.9090909090909091
NICO,kNN,val_optimal,True,True,hue,0.9090909090909091
NICO,kNN,val_optimal,True,True,multnoise,0.9090909090909091
NICO,kNN,val_optimal,True,True,noise,0.9090909090909091
NICO,kNN,val_optimal,True,True,outdoor,0.9090909090909091
NICO,kNN,val_optimal,True,True,rock,0.9090909090909091
NICO,kNN,val_optimal,True,True,saltpepper,0.9090909090909091
NICO,kNN,val_optimal,True,True,smear,0.8058181818181818
NICO,kNN,val_optimal,True,True,water,0.9090909090909091
Office31,Energy,density,False,False,brightness,0.0
Office31,Energy,density,False,False,contrast,0.0
Office31,Energy,density,False,False,dslr,0.0
Office31,Energy,density,False,False,hue,0.005
Office31,Energy,density,False,False,multnoise,1.0
Office31,Energy,density,False,False,noise,0.01
Office31,Energy,density,False,False,saltpepper,1.0
Office31,Energy,density,False,False,smear,0.087
Office31,Energy,density,False,False,webcam,0.0
Office31,Energy,density,True,False,brightness,0.0
Office31,Energy,density,True,False,contrast,0.896
Office31,Energy,density,True,False,dslr,0.0
Office31,Energy,density,True,False,hue,0.792
Office31,Energy,density,True,False,multnoise,1.0
Office31,Energy,density,True,False,noise,0.01
Office31,Energy,density,True,False,saltpepper,1.0
Office31,Energy,density,True,False,smear,0.629
Office31,Energy,density,True,False,webcam,0.0
Office31,Energy,density,True,True,brightness,0.0
Office31,Energy,density,True,True,contrast,0.896
Office31,Energy,density,True,True,dslr,0.0
Office31,Energy,density,True,True,hue,0.792
Office31,Energy,density,True,True,multnoise,1.0
Office31,Energy,density,True,True,noise,0.011875
Office31,Energy,density,True,True,saltpepper,1.0
Office31,Energy,density,True,True,smear,0.63175
Office31,Energy,density,True,True,webcam,0.0
Office31,Energy,ind_span,False,False,brightness,0.0
Office31,Energy,ind_span,False,False,contrast,0.019
Office31,Energy,ind_span,False,False,dslr,0.001
Office31,Energy,ind_span,False,False,hue,0.043
Office31,Energy,ind_span,False,False,multnoise,1.0
Office31,Energy,ind_span,False,False,noise,0.066
Office31,Energy,ind_span,False,False,saltpepper,1.0
Office31,Energy,ind_span,False,False,smear,0.344
Office31,Energy,ind_span,False,False,webcam,0.002
Office31,Energy,ind_span,True,False,brightness,0.0
Office31,Energy,ind_span,True,False,contrast,0.883
Office31,Energy,ind_span,True,False,dslr,0.001
Office31,Energy,ind_span,True,False,hue,0.77
Office31,Energy,ind_span,True,False,multnoise,1.0
Office31,Energy,ind_span,True,False,noise,0.066
Office31,Energy,ind_span,True,False,saltpepper,1.0
Office31,Energy,ind_span,True,False,smear,0.534
Office31,Energy,ind_span,True,False,webcam,0.002
Office31,Energy,ind_span,True,True,brightness,0.0
Office31,Energy,ind_span,True,True,contrast,0.88475
Office31,Energy,ind_span,True,True,dslr,0.000375
Office31,Energy,ind_span,True,True,hue,0.7735
Office31,Energy,ind_span,True,True,multnoise,1.0
Office31,Energy,ind_span,True,True,noise,0.0715
Office31,Energy,ind_span,True,True,saltpepper,1.0
Office31,Energy,ind_span,True,True,smear,0.53725
Office31,Energy,ind_span,True,True,webcam,0.00125
Office31,Energy,val_optimal,False,False,brightness,0.284125
Office31,Energy,val_optimal,False,False,contrast,0.37025
Office31,Energy,val_optimal,False,False,dslr,0.198625
Office31,Energy,val_optimal,False,False,hue,0.392875
Office31,Energy,val_optimal,False,False,multnoise,0.37375
Office31,Energy,val_optimal,False,False,noise,0.23225
Office31,Energy,val_optimal,False,False,saltpepper,0.375
Office31,Energy,val_optimal,False,False,smear,0.493125
Office31,Energy,val_optimal,False,False,webcam,0.360375
Office31,Energy,val_optimal,True,False,brightness,0.284125
Office31,Energy,val_optimal,True,False,contrast,0.60375
Office31,Energy,val_optimal,True,False,dslr,0.198625
Office31,Energy,val_optimal,True,False,hue,0.561125
Office31,Energy,val_optimal,True,False,multnoise,0.37375
Office31,Energy,val_optimal,True,False,noise,0.23225
Office31,Energy,val_optimal,True,False,saltpepper,0.375
Office31,Energy,val_optimal,True,False,smear,0.504125
Office31,Energy,val_optimal,True,False,webcam,0.360375
Office31,Energy,val_optimal,True,True,brightness,0.28575
Office31,Energy,val_optimal,True,True,contrast,0.574875
Office31,Energy,val_optimal,True,True,dslr,0.230375
Office31,Energy,val_optimal,True,True,hue,0.576875
Office31,Energy,val_optimal,True,True,multnoise,0.375
Office31,Energy,val_optimal,True,True,noise,0.240875
Office31,Energy,val_optimal,True,True,saltpepper,0.375
Office31,Energy,val_optimal,True,True,smear,0.5045
Office31,Energy,val_optimal,True,True,webcam,0.339375
Office31,Entropy,density,False,False,brightness,0.035
Office31,Entropy,density,False,False,contrast,0.157
Office31,Entropy,density,False,False,dslr,0.721
Office31,Entropy,density,False,False,hue,0.275
Office31,Entropy,density,False,False,multnoise,1.0
Office31,Entropy,density,False,False,noise,0.727
Office31,Entropy,density,False,False,saltpepper,1.0
Office31,Entropy,density,False,False,smear,0.728
Office31,Entropy,density,False,False,webcam,0.038
Office31,Entropy,density,True,False,brightness,0.035
Office31,Entropy,density,True,False,contrast,0.78
Office31,Entropy,density,True,False,dslr,0.721
Office31,Entropy,density,True,False,hue,0.632
Office31,Entropy,density,True,False,multnoise,1.0
Office31,Entropy,density,True,False,noise,0.727
Office31,Entropy,density,True,False,saltpepper,1.0
Office31,Entropy,density,True,False,smear,0.41
Office31,Entropy,density,True,False,webcam,0.038
Office31,Entropy,density,True,True,brightness,0.05275
Office31,Entropy,density,True,True,contrast,0.775125
Office31,Entropy,density,True,True,dslr,0.798
Office31,Entropy,density,True,True,hue,0.6455
Office31,Entropy,density,True,True,multnoise,1.0
Office31,Entropy,density,True,True,noise,0.77
Office31,Entropy,density,True,True,saltpepper,1.0
Office31,Entropy,density,True,True,smear,0.419875
Office31,Entropy,density,True,True,webcam,0.0615
Office31,Entropy,ind_span,False,False,brightness,0.0
Office31,Entropy,ind_span,False,False,contrast,0.014
Office31,Entropy,ind_span,False,False,dslr,0.021
Office31,Entropy,ind_span,False,False,hue,0.036
Office31,Entropy,ind_span,False,False,multnoise,1.0
Office31,Entropy,ind_span,False,False,noise,0.311
Office31,Entropy,ind_span,False,False,saltpepper,1.0
Office31,Entropy,ind_span,False,False,smear,0.37
Office31,Entropy,ind_span,False,False,webcam,0.0
Office31,Entropy,ind_span,True,False,brightness,0.0
Office31,Entropy,ind_span,True,False,contrast,0.895
Office31,Entropy,ind_span,True,False,dslr,0.021
Office31,Entropy,ind_span,True,False,hue,0.795
Office31,Entropy,ind_span,True,False,multnoise,1.0
Office31,Entropy,ind_span,True,False,noise,0.311
Office31,Entropy,ind_span,True,False,saltpepper,1.0
Office31,Entropy,ind_span,True,False,smear,0.542
Office31,Entropy,ind_span,True,False,webcam,0.0
Office31,Entropy,ind_span,True,True,brightness,0.0
Office31,Entropy,ind_span,True,True,contrast,0.896375
Office31,Entropy,ind_span,True,True,dslr,0.030125
Office31,Entropy,ind_span,True,True,hue,0.794125
Office31,Entropy,ind_span,True,True,multnoise,1.0
Office31,Entropy,ind_span,True,True,noise,0.329375
Office31,Entropy,ind_span,True,True,saltpepper,1.0
Office31,Entropy,ind_span,True,True,smear,0.538125
Office31,Entropy,ind_span,True,True,webcam,0.0
Office31,Entropy,val_optimal,False,False,brightness,0.27725
Office31,Entropy,val_optimal,False,False,contrast,0.342625
Office31,Entropy,val_optimal,False,False,dslr,0.1225
Office31,Entropy,val_optimal,False,False,hue,0.39975
Office31,Entropy,val_optimal,False,False,multnoise,0.375
Office31,Entropy,val_optimal,False,False,noise,0.12825
Office31,Entropy,val_optimal,False,False,saltpepper,0.375
Office31,Entropy,val_optimal,False,False,smear,0.497
Office31,Entropy,val_optimal,False,False,webcam,0.247875
Office31,Entropy,val_optimal,True,False,brightness,0.27725
Office31,Entropy,val_optimal,True,False,contrast,0.628875
Office31,Entropy,val_optimal,True,False,dslr,0.1225
Office31,Entropy,val_optimal,True,False,hue,0.5615
Office31,Entropy,val_optimal,True,False,multnoise,0.375
Office31,Entropy,val_optimal,True,False,noise,0.12825
Office31,Entropy,val_optimal,True,False,saltpepper,0.375
Office31,Entropy,val_optimal,True,False,smear,0.50225
Office31,Entropy,val_optimal,True,False,webcam,0.247875
Office31,Entropy,val_optimal,True,True,brightness,0.202
Office31,Entropy,val_optimal,True,True,contrast,0.611375
Office31,Entropy,val_optimal,True,True,dslr,0.122625
Office31,Entropy,val_optimal,True,True,hue,0.57325
Office31,Entropy,val_optimal,True,True,multnoise,0.375
Office31,Entropy,val_optimal,True,True,noise,0.149
Office31,Entropy,val_optimal,True,True,saltpepper,0.375
Office31,Entropy,val_optimal,True,True,smear,0.50675
Office31,Entropy,val_optimal,True,True,webcam,0.172625
Office31,GradNorm,density,False,False,brightness,0.999
Office31,GradNorm,density,False,False,contrast,0.001
Office31,GradNorm,density,False,False,dslr,0.152
Office31,GradNorm,density,False,False,hue,0.011
Office31,GradNorm,density,False,False,multnoise,0.961
Office31,GradNorm,density,False,False,noise,0.189
Office31,GradNorm,density,False,False,saltpepper,0.463
Office31,GradNorm,density,False,False,smear,0.028
Office31,GradNorm,density,False,False,webcam,0.367
Office31,GradNorm,density,True,False,brightness,0.999
Office31,GradNorm,density,True,False,contrast,0.903
Office31,GradNorm,density,True,False,dslr,0.152
Office31,GradNorm,density,True,False,hue,0.849
Office31,GradNorm,density,True,False,multnoise,0.961
Office31,GradNorm,density,True,False,noise,0.189
Office31,GradNorm,density,True,False,saltpepper,0.463
Office31,GradNorm,density,True,False,smear,0.696
Office31,GradNorm,density,True,False,webcam,0.367
Office31,GradNorm,density,True,True,brightness,0.998125
Office31,GradNorm,density,True,True,contrast,0.903125
Office31,GradNorm,density,True,True,dslr,0.139
Office31,GradNorm,density,True,True,hue,0.848625
Office31,GradNorm,density,True,True,multnoise,0.95625
Office31,GradNorm,density,True,True,noise,0.176
Office31,GradNorm,density,True,True,saltpepper,0.437375
Office31,GradNorm,density,True,True,smear,0.6965
Office31,GradNorm,density,True,True,webcam,0.336
Office31,GradNorm,ind_span,False,False,brightness,1.0
Office31,GradNorm,ind_span,False,False,contrast,0.026
Office31,GradNorm,ind_span,False,False,dslr,0.52
Office31,GradNorm,ind_span,False,False,hue,0.073
Office31,GradNorm,ind_span,False,False,multnoise,0.993
Office31,GradNorm,ind_span,False,False,noise,0.516
Office31,GradNorm,ind_span,False,False,saltpepper,0.893
Office31,GradNorm,ind_span,False,False,smear,0.148
Office31,GradNorm,ind_span,False,False,webcam,0.741
Office31,GradNorm,ind_span,True,False,brightness,1.0
Office31,GradNorm,ind_span,True,False,contrast,0.882
Office31,GradNorm,ind_span,True,False,dslr,0.52
Office31,GradNorm,ind_span,True,False,hue,0.809
Office31,GradNorm,ind_span,True,False,multnoise,0.993
Office31,GradNorm,ind_span,True,False,noise,0.516
Office31,GradNorm,ind_span,True,False,saltpepper,0.893
Office31,GradNorm,ind_span,True,False,smear,0.652
Office31,GradNorm,ind_span,True,False,webcam,0.741
Office31,GradNorm,ind_span,True,True,brightness,0.999875
Office31,GradNorm,ind_span,True,True,contrast,0.88075
Office31,GradNorm,ind_span,True,True,dslr,0.479375
Office31,GradNorm,ind_span,True,True,hue,0.812375
Office31,GradNorm,ind_span,True,True,multnoise,0.99075
Office31,GradNorm,ind_span,True,True,noise,0.487625
Office31,GradNorm,ind_span,True,True,saltpepper,0.852875
Office31,GradNorm,ind_span,True,True,smear,0.6485
Office31,GradNorm,ind_span,True,True,webcam,0.695125
Office31,GradNorm,val_optimal,False,False,brightness,0.375
Office31,GradNorm,val_optimal,False,False,contrast,0.134875
Office31,GradNorm,val_optimal,False,False,dslr,0.3105
Office31,GradNorm,val_optimal,False,False,hue,0.168875
Office31,GradNorm,val_optimal,False,False,multnoise,0.499625
Office31,GradNorm,val_optimal,False,False,noise,0.393
Office31,GradNorm,val_optimal,False,False,saltpepper,0.485375
Office31,GradNorm,val_optimal,False,False,smear,0.172
Office31,GradNorm,val_optimal,False,False,webcam,0.343375
Office31,GradNorm,val_optimal,True,False,brightness,0.375
Office31,GradNorm,val_optimal,True,False,contrast,0.797125
Office31,GradNorm,val_optimal,True,False,dslr,0.3105
Office31,GradNorm,val_optimal,True,False,hue,0.735375
Office31,GradNorm,val_optimal,True,False,multnoise,0.499625
Office31,GradNorm,val_optimal,True,False,noise,0.393
Office31,GradNorm,val_optimal,True,False,saltpepper,0.485375
Office31,GradNorm,val_optimal,True,False,smear,0.64225
Office31,GradNorm,val_optimal,True,False,webcam,0.343375
Office31,GradNorm,val_optimal,True,True,brightness,0.375
Office31,GradNorm,val_optimal,True,True,contrast,0.842375
Office31,GradNorm,val_optimal,True,True,dslr,0.25625
Office31,GradNorm,val_optimal,True,True,hue,0.75225
Office31,GradNorm,val_optimal,True,True,multnoise,0.499625
Office31,GradNorm,val_optimal,True,True,noise,0.361625
Office31,GradNorm,val_optimal,True,True,saltpepper,0.479875
Office31,GradNorm,val_optimal,True,True,smear,0.658375
Office31,GradNorm,val_optimal,True,True,webcam,0.302625
Office31,Softmax,density,False,False,brightness,0.0
Office31,Softmax,density,False,False,contrast,0.0
Office31,Softmax,density,False,False,dslr,0.0
Office31,Softmax,density,False,False,hue,0.0
Office31,Softmax,density,False,False,multnoise,0.0
Office31,Softmax,density,False,False,noise,0.0
Office31,Softmax,density,False,False,saltpepper,0.0
Office31,Softmax,density,False,False,smear,0.0
Office31,Softmax,density,False,False,webcam,0.0
Office31,Softmax,density,True,False,brightness,0.0
Office31,Softmax,density,True,False,contrast,0.896
Office31,Softmax,density,True,False,dslr,0.0
Office31,Softmax,density,True,False,hue,0.851
Office31,Softmax,density,True,False,multnoise,0.0
Office31,Softmax,density,True,False,noise,0.0
Office31,Softmax,density,True,False,saltpepper,0.0
Office31,Softmax,density,True,False,smear,0.698
Office31,Softmax,density,True,False,webcam,0.0
Office31,Softmax,density,True,True,brightness,0.0
Office31,Softmax,density,True,True,contrast,0.896
Office31,Softmax,density,True,True,dslr,0.0
Office31,Softmax,density,True,True,hue,0.851
Office31,Softmax,density,True,True,multnoise,0.0
Office31,Softmax,density,True,True,noise,0.0
Office31,Softmax,density,True,True,saltpepper,0.0
Office31,Softmax,density,True,True,smear,0.698
Office31,Softmax,density,True,True,webcam,0.0
Office31,Softmax,ind_span,False,False,brightness,0.72
Office31,Softmax,ind_span,False,False,contrast,0.02
Office31,Softmax,ind_span,False,False,dslr,0.912
Office31,Softmax,ind_span,False,False,hue,0.084
Office31,Softmax,ind_span,False,False,multnoise,0.008
Office31,Softmax,ind_span,False,False,noise,0.062
Office31,Softmax,ind_span,False,False,saltpepper,0.105
Office31,Softmax,ind_span,False,False,smear,0.422
Office31,Softmax,ind_span,False,False,webcam,0.735
Office31,Softmax,ind_span,True,False,brightness,0.72
Office31,Softmax,ind_span,True,False,contrast,0.88
Office31,Softmax,ind_span,True,False,dslr,0.912
Office31,Softmax,ind_span,True,False,hue,0.795
Office31,Softmax,ind_span,True,False,multnoise,0.008
Office31,Softmax,ind_span,True,False,noise,0.062
Office31,Softmax,ind_span,True,False,saltpepper,0.105
Office31,Softmax,ind_span,True,False,smear,0.53
Office31,Softmax,ind_span,True,False,webcam,0.735
Office31,Softmax,ind_span,True,True,brightness,0.588625
Office31,Softmax,ind_span,True,True,contrast,0.881625
Office31,Softmax,ind_span,True,True,dslr,0.788375
Office31,Softmax,ind_span,True,True,hue,0.802875
Office31,Softmax,ind_span,True,True,multnoise,0.008
Office31,Softmax,ind_span,True,True,noise,0.047625
Office31,Softmax,ind_span,True,True,saltpepper,0.077875
Office31,Softmax,ind_span,True,True,smear,0.542375
Office31,Softmax,ind_span,True,True,webcam,0.609875
Office31,Softmax,val_optimal,False,False,brightness,0.848625
Office31,Softmax,val_optimal,False,False,contrast,0.255
Office31,Softmax,val_optimal,False,False,dslr,0.873125
Office31,Softmax,val_optimal,False,False,hue,0.41025
Office31,Softmax,val_optimal,False,False,multnoise,0.1115
Office31,Softmax,val_optimal,False,False,noise,0.437375
Office31,Softmax,val_optimal,False,False,saltpepper,0.607625
Office31,Softmax,val_optimal,False,False,smear,0.7355
Office31,Softmax,val_optimal,False,False,webcam,0.852125
Office31,Softmax,val_optimal,True,False,brightness,0.848625
Office31,Softmax,val_optimal,True,False,contrast,0.70475
Office31,Softmax,val_optimal,True,False,dslr,0.873125
Office31,Softmax,val_optimal,True,False,hue,0.5515
Office31,Softmax,val_optimal,True,False,multnoise,0.1115
Office31,Softmax,val_optimal,True,False,noise,0.437375
Office31,Softmax,val_optimal,True,False,saltpepper,0.607625
Office31,Softmax,val_optimal,True,False,smear,0.4025
Office31,Softmax,val_optimal,True,False,webcam,0.852125
Office31,Softmax,val_optimal,True,True,brightness,0.84975
Office31,Softmax,val_optimal,True,True,contrast,0.6985
Office31,Softmax,val_optimal,True,True,dslr,0.87275
Office31,Softmax,val_optimal,True,True,hue,0.5475
Office31,Softmax,val_optimal,True,True,multnoise,0.114875
Office31,Softmax,val_optimal,True,True,noise,0.443625
Office31,Softmax,val_optimal,True,True,saltpepper,0.61
Office31,Softmax,val_optimal,True,True,smear,0.40375
Office31,Softmax,val_optimal,True,True,webcam,0.851375
Office31,Typicality,density,False,False,brightness,1.0
Office31,Typicality,density,False,False,contrast,1.0
Office31,Typicality,density,False,False,dslr,1.0
Office31,Typicality,density,False,False,hue,1.0
Office31,Typicality,density,False,False,multnoise,1.0
Office31,Typicality,density,False,False,noise,1.0
Office31,Typicality,density,False,False,saltpepper,1.0
Office31,Typicality,density,False,False,smear,1.0
Office31,Typicality,density,False,False,webcam,1.0
Office31,Typicality,density,True,False,brightness,1.0
Office31,Typicality,density,True,False,contrast,0.545
Office31,Typicality,density,True,False,dslr,1.0
Office31,Typicality,density,True,False,hue,0.66
Office31,Typicality,density,True,False,multnoise,1.0
Office31,Typicality,density,True,False,noise,1.0
Office31,Typicality,density,True,False,saltpepper,1.0
Office31,Typicality,density,True,False,smear,0.805
Office31,Typicality,density,True,False,webcam,1.0
Office31,Typicality,density,True,True,brightness,1.0
Office31,Typicality,density,True,True,contrast,0.545
Office31,Typicality,density,True,True,dslr,1.0
Office31,Typicality,density,True,True,hue,0.66
Office31,Typicality,density,True,True,multnoise,1.0
Office31,Typicality,density,True,True,noise,1.0
Office31,Typicality,density,True,True,saltpepper,1.0
Office31,Typicality,density,True,True,smear,0.805
Office31,Typicality,density,True,True,webcam,1.0
Office31,Typicality,ind_span,False,False,brightness,1.0
Office31,Typicality,ind_span,False,False,contrast,0.013
Office31,Typicality,ind_span,False,False,dslr,1.0
Office31,Typicality,ind_span,False,False,hue,0.027
Office31,Typicality,ind_span,False,False,multnoise,1.0
Office31,Typicality,ind_span,False,False,noise,1.0
Office31,Typicality,ind_span,False,False,saltpepper,1.0
Office31,Typicality,ind_span,False,False,smear,0.014
Office31,Typicality,ind_span,False,False,webcam,1.0
Office31,Typicality,ind_span,True,False,brightness,1.0
Office31,Typicality,ind_span,True,False,contrast,0.456
Office31,Typicality,ind_span,True,False,dslr,1.0
Office31,Typicality,ind_span,True,False,hue,0.349
Office31,Typicality,ind_span,True,False,multnoise,1.0
Office31,Typicality,ind_span,True,False,noise,1.0
Office31,Typicality,ind_span,True,False,saltpepper,1.0
Office31,Typicality,ind_span,True,False,smear,0.201
Office31,Typicality,ind_span,True,False,webcam,1.0
Office31,Typicality,ind_span,True,True,brightness,1.0
Office31,Typicality,ind_span,True,True,contrast,0.456
Office31,Typicality,ind_span,True,True,dslr,1.0
Office31,Typicality,ind_span,True,True,hue,0.351125
Office31,Typicality,ind_span,True,True,multnoise,1.0
Office31,Typicality,ind_span,True,True,noise,1.0
Office31,Typicality,ind_span,True,True,saltpepper,1.0
Office31,Typicality,ind_span,True,True,smear,0.20125
Office31,Typicality,ind_span,True,True,webcam,1.0
Office31,Typicality,val_optimal,False,False,brightness,0.75
Office31,Typicality,val_optimal,False,False,contrast,0.08475
Office31,Typicality,val_optimal,False,False,dslr,0.75
Office31,Typicality,val_optimal,False,False,hue,0.101875
Office31,Typicality,val_optimal,False,False,multnoise,0.75
Office31,Typicality,val_optimal,False,False,noise,0.75
Office31,Typicality,val_optimal,False,False,saltpepper,0.75
Office31,Typicality,val_optimal,False,False,smear,0.074875
Office31,Typicality,val_optimal,False,False,webcam,0.75
Office31,Typicality,val_optimal,True,False,brightness,0.75
Office31,Typicality,val_optimal,True,False,contrast,0.46275
Office31,Typicality,val_optimal,True,False,dslr,0.75
Office31,Typicality,val_optimal,True,False,hue,0.372125
Office31,Typicality,val_optimal,True,False,multnoise,0.75
Office31,Typicality,val_optimal,True,False,noise,0.75
Office31,Typicality,val_optimal,True,False,saltpepper,0.75
Office31,Typicality,val_optimal,True,False,smear,0.244875
Office31,Typicality,val_optimal,True,False,webcam,0.75
Office31,Typicality,val_optimal,True,True,brightness,0.625
Office31,Typicality,val_optimal,True,True,contrast,0.455625
Office31,Typicality,val_optimal,True,True,dslr,0.625
Office31,Typicality,val_optimal,True,True,hue,0.389375
Office31,Typicality,val_optimal,True,True,multnoise,0.625
Office31,Typicality,val_optimal,True,True,noise,0.625
Office31,Typicality,val_optimal,True,True,saltpepper,0.625
Office31,Typicality,val_optimal,True,True,smear,0.27425
Office31,Typicality,val_optimal,True,True,webcam,0.625
Office31,kNN,density,False,False,brightness,1.0
Office31,kNN,density,False,False,contrast,0.0
Office31,kNN,density,False,False,dslr,1.0
Office31,kNN,density,False,False,hue,0.0
Office31,kNN,density,False,False,multnoise,1.0
Office31,kNN,density,False,False,noise,1.0
Office31,kNN,density,False,False,saltpepper,1.0
Office31,kNN,density,False,False,smear,0.0
Office31,kNN,density,False,False,webcam,1.0
Office31,kNN,density,True,False,brightness,1.0
Office31,kNN,density,True,False,contrast,0.932
Office31,kNN,density,True,False,dslr,1.0
Office31,kNN,density,True,False,hue,0.868
Office31,kNN,density,True,False,multnoise,1.0
Office31,kNN,density,True,False,noise,1.0
Office31,kNN,density,True,False,saltpepper,1.0
Office31,kNN,density,True,False,smear,0.792
Office31,kNN,density,True,False,webcam,1.0
Office31,kNN,density,True,True,brightness,1.0
Office31,kNN,density,True,True,contrast,0.931125
Office31,kNN,density,True,True,dslr,1.0
Office31,kNN,density,True,True,hue,0.868
Office31,kNN,density,True,True,multnoise,1.0
Office31,kNN,density,True,True,noise,1.0
Office31,kNN,density,True,True,saltpepper,1.0
Office31,kNN,density,True,True,smear,0.792
Office31,kNN,density,True,True,webcam,1.0
Office31,kNN,ind_span,False,False,brightness,1.0
Office31,kNN,ind_span,False,False,contrast,0.051
Office31,kNN,ind_span,False,False,dslr,1.0
Office31,kNN,ind_span,False,False,hue,0.007
Office31,kNN,ind_span,False,False,multnoise,1.0
Office31,kNN,ind_span,False,False,noise,1.0
Office31,kNN,ind_span,False,False,saltpepper,1.0
Office31,kNN,ind_span,False,False,smear,0.028
Office31,kNN,ind_span,False,False,webcam,1.0
Office31,kNN,ind_span,True,False,brightness,1.0
Office31,kNN,ind_span,True,False,contrast,0.889
Office31,kNN,ind_span,True,False,dslr,1.0
Office31,kNN,ind_span,True,False,hue,0.863
Office31,kNN,ind_span,True,False,multnoise,1.0
Office31,kNN,ind_span,True,False,noise,1.0
Office31,kNN,ind_span,True,False,saltpepper,1.0
Office31,kNN,ind_span,True,False,smear,0.772
Office31,kNN,ind_span,True,False,webcam,1.0
Office31,kNN,ind_span,True,True,brightness,1.0
Office31,kNN,ind_span,True,True,contrast,0.885125
Office31,kNN,ind_span,True,True,dslr,1.0
Office31,kNN,ind_span,True,True,hue,0.8625
Office31,kNN,ind_span,True,True,multnoise,1.0
Office31,kNN,ind_span,True,True,noise,1.0
Office31,kNN,ind_span,True,True,saltpepper,1.0
Office31,kNN,ind_span,True,True,smear,0.773625
Office31,kNN,ind_span,True,True,webcam,1.0
Office31,kNN,val_optimal,False,False,brightness,0.507
Office31,kNN,val_optimal,False,False,contrast,0.1315
Office31,kNN,val_optimal,False,False,dslr,0.622875
Office31,kNN,val_optimal,False,False,hue,0.07775
Office31,kNN,val_optimal,False,False,multnoise,0.75
Office31,kNN,val_optimal,False,False,noise,0.625
Office31,kNN,val_optimal,False,False,saltpepper,0.75
Office31,kNN,val_optimal,False,False,smear,0.144
