tpr,tnr,ba,tl,rate,rate_estimate,error
0.6,1.0,0.8,50,0.92,0.33390000000000003,0.5861000000000001
0.6,1.0,0.8,50,0.96,0.34554,0.6144599999999999
0.6,1.0,0.8,50,1.0,0.3579,0.6420999999999999
0.6,1.0,0.8,60,0.0,0.0,0.0
0.6,1.0,0.8,60,0.04,0.01540786095200474,0.024823227335571792
0.6,1.0,0.8,60,0.08,0.027783922575548094,0.05221607742445191
0.6,1.0,0.8,60,0.12,0.03929883468299428,0.08070116531700572
0.6,1.0,0.8,60,0.16,0.05897689117124234,0.10102310882875765
0.6,1.0,0.8,60,0.2,0.0739275133320166,0.1260724866679834
0.6,1.0,0.8,60,0.24,0.08478273750740667,0.15521726249259332
0.6,1.0,0.8,60,0.28,0.10306833892948844,0.1769316610705116
0.6,1.0,0.8,60,0.32,0.1158700375271578,0.20412996247284218
0.6,1.0,0.8,60,0.36,0.13253604582263478,0.2274639541773652
0.6,1.0,0.8,60,0.4,0.14099841990914477,0.2590015800908553
0.6,1.0,0.8,60,0.44,0.15501777602212127,0.28498222397787876
0.6,1.0,0.8,60,0.48,0.1765366383567055,0.3034633616432945
0.6,1.0,0.8,60,0.52,0.18868161169267234,0.3313183883073277
0.6,1.0,0.8,60,0.56,0.1970531305550069,0.36294686944499316
0.6,1.0,0.8,60,0.6,0.2215386134702745,0.37846138652972544
0.6,1.0,0.8,60,0.64,0.23249654355125418,0.4075034564487458
0.6,1.0,0.8,60,0.68,0.24286490223187832,0.4371350977681217
0.6,1.0,0.8,60,0.72,0.25589275133320166,0.4641072486667983
0.6,1.0,0.8,60,0.76,0.2714329448943314,0.4885670551056686
0.6,1.0,0.8,60,0.8,0.2893650009875568,0.5106349990124432
0.6,1.0,0.8,60,0.84,0.30030219237606165,0.5396978076239384
0.6,1.0,0.8,60,0.88,0.3182747382974521,0.5617252617025479
0.6,1.0,0.8,60,0.92,0.329833102903417,0.5901668970965831
0.6,1.0,0.8,60,0.96,0.3472911317400751,0.6127088682599249
0.6,1.0,0.8,60,1.0,0.361692672328659,0.638307327671341
0.6,1.0,0.8,100,0.0,0.0,0.0
0.6,1.0,0.8,100,0.04,0.01512,0.02488
0.6,1.0,0.8,100,0.08,0.029339999999999998,0.05066
0.6,1.0,0.8,100,0.12,0.042719999999999994,0.07728
0.6,1.0,0.8,100,0.16,0.05436,0.10564
0.6,1.0,0.8,100,0.2,0.0741,0.1259
0.6,1.0,0.8,100,0.24,0.08585999999999999,0.15414
0.6,1.0,0.8,100,0.28,0.10175999999999999,0.17824000000000007
0.6,1.0,0.8,100,0.32,0.11406,0.20594
0.6,1.0,0.8,100,0.36,0.12804,0.23196000000000003
0.6,1.0,0.8,100,0.4,0.14454,0.25546
0.6,1.0,0.8,100,0.44,0.15959999999999996,0.28040000000000004
0.6,1.0,0.8,100,0.48,0.17069999999999996,0.3093
0.6,1.0,0.8,100,0.52,0.19235999999999998,0.32764000000000004
0.6,1.0,0.8,100,0.56,0.19878,0.3612200000000001
0.6,1.0,0.8,100,0.6,0.22031999999999996,0.37967999999999996
0.6,1.0,0.8,100,0.64,0.23183999999999996,0.40816
0.6,1.0,0.8,100,0.68,0.24522,0.4347800000000001
0.6,1.0,0.8,100,0.72,0.25632,0.46368000000000004
0.6,1.0,0.8,100,0.76,0.2706,0.48940000000000006
0.6,1.0,0.8,100,0.8,0.29063999999999995,0.50936
0.6,1.0,0.8,100,0.84,0.30054,0.53946
0.6,1.0,0.8,100,0.88,0.31583999999999995,0.56416
0.6,1.0,0.8,100,0.92,0.33126,0.58874
0.6,1.0,0.8,100,0.96,0.34848,0.6115200000000001
0.6,1.0,0.8,100,1.0,0.36558,0.63442
0.6,1.0,0.8,200,0.0,0.0,0.0
0.6,1.0,0.8,200,0.04,0.01332,0.026680000000000002
0.6,1.0,0.8,200,0.08,0.0276,0.0524
0.6,1.0,0.8,200,0.12,0.04122,0.07878
0.6,1.0,0.8,200,0.16,0.05724,0.10276
0.6,1.0,0.8,200,0.2,0.07638,0.12362000000000002
0.6,1.0,0.8,200,0.24,0.08526,0.15474
0.6,1.0,0.8,200,0.28,0.09881999999999999,0.18118
0.6,1.0,0.8,200,0.32,0.12168,0.19832
0.6,1.0,0.8,200,0.36,0.12954,0.23046
0.6,1.0,0.8,200,0.4,0.14292,0.25708000000000003
0.6,1.0,0.8,200,0.44,0.1494,0.2906
0.6,1.0,0.8,200,0.48,0.17315999999999998,0.30684
0.6,1.0,0.8,200,0.52,0.18384,0.33616
0.6,1.0,0.8,200,0.56,0.20207999999999998,0.35792000000000007
0.6,1.0,0.8,200,0.6,0.21725999999999998,0.38274
0.6,1.0,0.8,200,0.64,0.22866,0.41134
0.6,1.0,0.8,200,0.68,0.24569999999999997,0.4343000000000001
0.6,1.0,0.8,200,0.72,0.26099999999999995,0.45899999999999996
0.6,1.0,0.8,200,0.76,0.26874,0.49126000000000003
0.6,1.0,0.8,200,0.8,0.2922,0.5078
0.6,1.0,0.8,200,0.84,0.30485999999999996,0.53514
0.6,1.0,0.8,200,0.88,0.31182,0.56818
0.6,1.0,0.8,200,0.92,0.3312,0.5888000000000001
0.6,1.0,0.8,200,0.96,0.34931999999999996,0.61068
0.6,1.0,0.8,200,1.0,0.36288,0.63712
0.6,1.0,0.8,500,0.0,0.0,0.0
0.6,1.0,0.8,500,0.04,0.01494,0.02506
0.6,1.0,0.8,500,0.08,0.02916,0.05084000000000001
0.6,1.0,0.8,500,0.12,0.04134,0.07866
0.6,1.0,0.8,500,0.16,0.05784,0.10216
0.6,1.0,0.8,500,0.2,0.07283999999999999,0.12716
0.6,1.0,0.8,500,0.24,0.08579999999999999,0.1542
0.6,1.0,0.8,500,0.28,0.09894,0.18106000000000005
0.6,1.0,0.8,500,0.32,0.11471999999999997,0.20528000000000005
0.6,1.0,0.8,500,0.36,0.12684,0.23315999999999998
0.6,1.0,0.8,500,0.4,0.1467,0.2533
0.6,1.0,0.8,500,0.44,0.15533999999999998,0.28466
0.6,1.0,0.8,500,0.48,0.17148,0.30852
0.6,1.0,0.8,500,0.52,0.18408,0.33592000000000005
0.6,1.0,0.8,500,0.56,0.20400000000000001,0.35600000000000004
0.6,1.0,0.8,500,0.6,0.21545999999999998,0.38454
0.6,1.0,0.8,500,0.64,0.23051999999999997,0.40948
0.6,1.0,0.8,500,0.68,0.24966,0.43034000000000006
0.6,1.0,0.8,500,0.72,0.25782,0.46218000000000004
0.6,1.0,0.8,500,0.76,0.27408,0.48592
0.6,1.0,0.8,500,0.8,0.28452,0.51548
0.6,1.0,0.8,500,0.84,0.30467999999999995,0.53532
0.6,1.0,0.8,500,0.88,0.3162,0.5638
0.6,1.0,0.8,500,0.92,0.32916,0.59084
0.6,1.0,0.8,500,0.96,0.34319999999999995,0.6168
0.6,1.0,0.8,500,1.0,0.36275999999999997,0.63724
0.6,1.0,0.8,1000,0.0,0.0,0.0
0.6,1.0,0.8,1000,0.04,0.0123,0.027700000000000002
0.6,1.0,0.8,1000,0.08,0.02772,0.05228000000000001
0.6,1.0,0.8,1000,0.12,0.04415999999999999,0.07583999999999999
0.6,1.0,0.8,1000,0.16,0.059219999999999995,0.10078000000000001
0.6,1.0,0.8,1000,0.2,0.06942,0.13058
0.6,1.0,0.8,1000,0.24,0.08099999999999999,0.15899999999999997
0.6,1.0,0.8,1000,0.28,0.10188,0.17812000000000003
0.6,1.0,0.8,1000,0.32,0.11243999999999998,0.20756000000000002
0.6,1.0,0.8,1000,0.36,0.12822,0.23178
0.6,1.0,0.8,1000,0.4,0.14706,0.25294000000000005
0.6,1.0,0.8,1000,0.44,0.15366,0.28634000000000004
0.6,1.0,0.8,1000,0.48,0.17243999999999998,0.30755999999999994
0.6,1.0,0.8,1000,0.52,0.18815999999999997,0.33184
0.6,1.0,0.8,1000,0.56,0.19781999999999997,0.36218000000000006
0.6,1.0,0.8,1000,0.6,0.21557999999999997,0.38442
0.6,1.0,0.8,1000,0.64,0.23201999999999998,0.40798000000000006
0.6,1.0,0.8,1000,0.68,0.24533999999999997,0.43466000000000005
0.6,1.0,0.8,1000,0.72,0.25884,0.46116
0.6,1.0,0.8,1000,0.76,0.27503999999999995,0.48496000000000006
0.6,1.0,0.8,1000,0.8,0.28853999999999996,0.5114600000000001
0.6,1.0,0.8,1000,0.84,0.29951999999999995,0.54048
0.6,1.0,0.8,1000,0.88,0.31926,0.56074
0.6,1.0,0.8,1000,0.92,0.32759999999999995,0.5924000000000001
0.6,1.0,0.8,1000,0.96,0.34679999999999994,0.6132000000000001
0.6,1.0,0.8,1000,1.0,0.35711999999999994,0.6428800000000001
0.64,0.4,0.52,10,0.0,0.623652,0.623652
0.64,0.4,0.52,10,0.04,0.6238999999999999,0.5838999999999999
0.64,0.4,0.52,10,0.08,0.6243039999999999,0.544304
0.64,0.4,0.52,10,0.12,0.6241039999999999,0.5041039999999999
0.64,0.4,0.52,10,0.16,0.6242719999999999,0.46427199999999985
0.64,0.4,0.52,10,0.2,0.6242519999999998,0.4242519999999999
0.64,0.4,0.52,10,0.24,0.6244879999999999,0.3844879999999999
0.64,0.4,0.52,10,0.28,0.6242639999999999,0.34426399999999985
0.64,0.4,0.52,10,0.32,0.6243999999999998,0.30439999999999984
0.64,0.4,0.52,10,0.36,0.6244519999999999,0.2644519999999999
0.64,0.4,0.52,10,0.4,0.6245879999999998,0.22458799999999987
0.64,0.4,0.52,10,0.44,0.6243839999999999,0.18438399999999988
0.64,0.4,0.52,10,0.48,0.6246319999999999,0.14463199999999993
0.64,0.4,0.52,10,0.52,0.6246199999999998,0.10461999999999988
0.64,0.4,0.52,10,0.56,0.6250639999999998,0.06506399999999983
0.64,0.4,0.52,10,0.6,0.624964,0.02496399999999991
0.64,0.4,0.52,10,0.64,0.6250919999999999,0.014908000000000124
0.64,0.4,0.52,10,0.68,0.6250479999999999,0.05495200000000016
0.64,0.4,0.52,10,0.72,0.6250479999999999,0.09495200000000008
0.64,0.4,0.52,10,0.76,0.6250359999999999,0.1349640000000001
0.64,0.4,0.52,10,0.8,0.6255959999999999,0.17440400000000017
0.64,0.4,0.52,10,0.84,0.625508,0.21449200000000007
0.64,0.4,0.52,10,0.88,0.6255839999999998,0.2544160000000001
0.64,0.4,0.52,10,0.92,0.62584,0.29416000000000014
0.64,0.4,0.52,10,0.96,0.6255799999999999,0.33442000000000005
0.64,0.4,0.52,10,1.0,0.625536,0.37446400000000013
0.64,0.4,0.52,20,0.0,0.6237240000000001,0.6237240000000001
0.64,0.4,0.52,20,0.04,0.623732,0.5837319999999999
0.64,0.4,0.52,20,0.08,0.624396,0.5443960000000001
0.64,0.4,0.52,20,0.12,0.6241680000000001,0.5041680000000001
0.64,0.4,0.52,20,0.16,0.6242519999999999,0.46425199999999994
0.64,0.4,0.52,20,0.2,0.624328,0.424328
0.64,0.4,0.52,20,0.24,0.6243479999999999,0.384348
0.64,0.4,0.52,20,0.28,0.6245320000000001,0.344532
0.64,0.4,0.52,20,0.32,0.624732,0.30473199999999995
0.64,0.4,0.52,20,0.36,0.624672,0.264672
0.64,0.4,0.52,20,0.4,0.624676,0.22467599999999996
0.64,0.4,0.52,20,0.44,0.624768,0.184768
0.64,0.4,0.52,20,0.48,0.624804,0.144804
0.64,0.4,0.52,20,0.52,0.6247079999999999,0.10470799999999998
0.64,0.4,0.52,20,0.56,0.625128,0.06512799999999995
0.64,0.4,0.52,20,0.6,0.625092,0.025092000000000017
0.64,0.4,0.52,20,0.64,0.624432,0.01556800000000002
0.64,0.4,0.52,20,0.68,0.6250439999999999,0.05495600000000005
0.64,0.4,0.52,20,0.72,0.625328,0.09467199999999998
0.64,0.4,0.52,20,0.76,0.62544,0.13456
0.64,0.4,0.52,20,0.8,0.624896,0.17510400000000004
0.64,0.4,0.52,20,0.84,0.62502,0.21497999999999995
0.64,0.4,0.52,20,0.88,0.625384,0.254616
0.64,0.4,0.52,20,0.92,0.6253719999999999,0.29462800000000006
0.64,0.4,0.52,20,0.96,0.6257039999999999,0.334296
0.64,0.4,0.52,20,1.0,0.6254879999999999,0.374512
0.64,0.4,0.52,30,0.0,0.6240515354063741,0.6240515354063741
0.64,0.4,0.52,30,0.04,0.6242074332396913,0.5842074332396913
0.64,0.4,0.52,30,0.08,0.6241245116083826,0.5441245116083826
0.64,0.4,0.52,30,0.12,0.6241927088378701,0.5041927088378702
0.64,0.4,0.52,30,0.16,0.6245845845845847,0.4645845845845846
0.64,0.4,0.52,30,0.2,0.6243670767541736,0.42436707675417357
0.64,0.4,0.52,30,0.24,0.6243642352029449,0.38436423520294494
0.64,0.4,0.52,30,0.28,0.6244356614679195,0.34443566146791954
0.64,0.4,0.52,30,0.32,0.6243411153088574,0.30434111530885727
0.64,0.4,0.52,30,0.36,0.624552681713972,0.2645526817139721
0.64,0.4,0.52,30,0.4,0.6245023087603734,0.22450230876037333
0.64,0.4,0.52,30,0.44,0.624795763505441,0.18479576350544097
0.64,0.4,0.52,30,0.48,0.6245338241467274,0.14453382414672744
0.64,0.4,0.52,30,0.52,0.6246437405147083,0.1046437405147083
0.64,0.4,0.52,30,0.56,0.6250832768252124,0.06508327682521231
0.64,0.4,0.52,30,0.6,0.6250856017307631,0.0250856017307631
0.64,0.4,0.52,30,0.64,0.6247187832994285,0.0152812167005715
0.64,0.4,0.52,30,0.68,0.6248321870257355,0.05516781297426458
0.64,0.4,0.52,30,0.72,0.624980980980981,0.09501901901901894
0.64,0.4,0.52,30,0.76,0.6249051632277439,0.1350948367722561
0.64,0.4,0.52,30,0.8,0.6249281539604121,0.17507184603958797
0.64,0.4,0.52,30,0.84,0.625384997901127,0.21461500209887296
0.64,0.4,0.52,30,0.88,0.6255925603022379,0.25440743969776225
0.64,0.4,0.52,30,0.92,0.6256187800703931,0.29438121992960703
0.64,0.4,0.52,30,0.96,0.6256797442603894,0.3343202557396105
0.64,0.4,0.52,30,1.0,0.6255043430527302,0.3744956569472698
0.64,0.4,0.52,50,0.0,0.6237440000000001,0.6237440000000001
0.64,0.4,0.52,50,0.04,0.624044,0.584044
0.64,0.4,0.52,50,0.08,0.624124,0.5441240000000002
0.64,0.4,0.52,50,0.12,0.623944,0.5039440000000001
0.64,0.4,0.52,50,0.16,0.6241160000000001,0.4641160000000001
0.64,0.4,0.52,50,0.2,0.624272,0.42427200000000004
0.64,0.4,0.52,50,0.24,0.624276,0.38427600000000006
0.64,0.4,0.52,50,0.28,0.624496,0.344496
0.64,0.4,0.52,50,0.32,0.624384,0.3043840000000001
0.64,0.4,0.52,50,0.36,0.6246600000000001,0.26466000000000006
0.64,0.4,0.52,50,0.4,0.6247600000000001,0.22476000000000007
0.64,0.4,0.52,50,0.44,0.6248520000000001,0.18485200000000007
0.64,0.4,0.52,50,0.48,0.624916,0.1449160000000001
0.64,0.4,0.52,50,0.52,0.6246640000000001,0.10466400000000005
0.64,0.4,0.52,50,0.56,0.6250200000000001,0.06502000000000002
0.64,0.4,0.52,50,0.6,0.6245600000000001,0.024560000000000103
0.64,0.4,0.52,50,0.64,0.6249560000000001,0.015043999999999938
0.64,0.4,0.52,50,0.68,0.624944,0.05505599999999997
0.64,0.4,0.52,50,0.72,0.6251680000000001,0.09483199999999989
0.64,0.4,0.52,50,0.76,0.6251800000000001,0.13481999999999994
0.64,0.4,0.52,50,0.8,0.625244,0.17475599999999997
0.64,0.4,0.52,50,0.84,0.6255000000000001,0.21449999999999989
0.64,0.4,0.52,50,0.88,0.6254280000000001,0.2545719999999999
0.64,0.4,0.52,50,0.92,0.6254240000000001,0.29457599999999995
0.64,0.4,0.52,50,0.96,0.6254560000000001,0.33454399999999995
0.64,0.4,0.52,50,1.0,0.625676,0.37432399999999993
0.64,0.4,0.52,60,0.0,0.6237228257291462,0.6237228257291462
0.64,0.4,0.52,60,0.04,0.6240217262492594,0.5840217262492594
0.64,0.4,0.52,60,0.08,0.6240418065705446,0.5440418065705446
0.64,0.4,0.52,60,0.12,0.6240799920995459,0.5040799920995458
0.64,0.4,0.52,60,0.16,0.6241266047797749,0.4641266047797749
0.64,0.4,0.52,60,0.2,0.6241077095266312,0.4241077095266312
0.64,0.4,0.52,60,0.24,0.6242357627230234,0.38423576272302334
0.64,0.4,0.52,60,0.28,0.6244911449074989,0.34449114490749894
0.64,0.4,0.52,60,0.32,0.6242921192968597,0.3042921192968597
0.64,0.4,0.52,60,0.36,0.6247878728026862,0.2647878728026863
0.64,0.4,0.52,60,0.4,0.6244330765685695,0.22443307656856945
0.64,0.4,0.52,60,0.44,0.6244715912831655,0.18447159128316554
0.64,0.4,0.52,60,0.48,0.6248448219105933,0.14484482191059334
0.64,0.4,0.52,60,0.52,0.6248602936335507,0.10486029363355069
0.64,0.4,0.52,60,0.56,0.6252360260714993,0.06523602607149917
0.64,0.4,0.52,60,0.6,0.6247606162354337,0.02476061623543367
0.64,0.4,0.52,60,0.64,0.6248548949897954,0.015145105010204657
0.64,0.4,0.52,60,0.68,0.6249047336888539,0.055095266311146175
0.64,0.4,0.52,60,0.72,0.6253129896635724,0.09468701033642754
0.64,0.4,0.52,60,0.76,0.6252565672526171,0.13474343274738287
0.64,0.4,0.52,60,0.8,0.6253636184080585,0.17463638159194148
0.64,0.4,0.52,60,0.84,0.6254561853973271,0.21454381460267286
0.64,0.4,0.52,60,0.88,0.6252475475673185,0.2547524524326814
0.64,0.4,0.52,60,0.92,0.6253492000790046,0.2946507999209954
0.64,0.4,0.52,60,0.96,0.6256510632694714,0.33434893673052857
0.64,0.4,0.52,60,1.0,0.6256849693857398,0.3743150306142602
0.64,0.4,0.52,100,0.0,0.6236400000000001,0.6236400000000001
0.64,0.4,0.52,100,0.04,0.6242,0.5842
0.64,0.4,0.52,100,0.08,0.624304,0.544304
0.64,0.4,0.52,100,0.12,0.6239560000000001,0.5039560000000001
0.64,0.4,0.52,100,0.16,0.624148,0.464148
0.64,0.4,0.52,100,0.2,0.62458,0.42457999999999996
0.64,0.4,0.52,100,0.24,0.6245200000000001,0.38452000000000003
0.64,0.4,0.52,100,0.28,0.624652,0.34465199999999996
0.64,0.4,0.52,100,0.32,0.624672,0.304672
0.64,0.4,0.52,100,0.36,0.6247440000000001,0.26474400000000003
0.64,0.4,0.52,100,0.4,0.6245240000000001,0.224524
0.64,0.4,0.52,100,0.44,0.624232,0.184232
0.64,0.4,0.52,100,0.48,0.624872,0.14487200000000003
0.64,0.4,0.52,100,0.52,0.6244080000000001,0.104408
0.64,0.4,0.52,100,0.56,0.624992,0.06499199999999997
0.64,0.4,0.52,100,0.6,0.6253160000000001,0.02531600000000004
0.64,0.4,0.52,100,0.64,0.6247360000000001,0.015263999999999998
0.64,0.4,0.52,100,0.68,0.624984,0.05501600000000004
0.64,0.4,0.52,100,0.72,0.625032,0.09496799999999996
0.64,0.4,0.52,100,0.76,0.625096,0.134904
0.64,0.4,0.52,100,0.8,0.6254,0.1746
0.64,0.4,0.52,100,0.84,0.625252,0.21474799999999994
0.64,0.4,0.52,100,0.88,0.6252840000000001,0.254716
0.64,0.4,0.52,100,0.92,0.6257480000000001,0.294252
0.64,0.4,0.52,100,0.96,0.625664,0.33433599999999997
0.64,0.4,0.52,100,1.0,0.6258319999999999,0.374168
0.64,0.4,0.52,200,0.0,0.6241,0.6241
0.64,0.4,0.52,200,0.04,0.624284,0.5842839999999999
0.64,0.4,0.52,200,0.08,0.624284,0.544284
0.64,0.4,0.52,200,0.12,0.624152,0.5041519999999999
0.64,0.4,0.52,200,0.16,0.6237759999999999,0.46377599999999997
0.64,0.4,0.52,200,0.2,0.624212,0.424212
0.64,0.4,0.52,200,0.24,0.624292,0.38429199999999997
0.64,0.4,0.52,200,0.28,0.624464,0.344464
0.64,0.4,0.52,200,0.32,0.624396,0.30439599999999994
0.64,0.4,0.52,200,0.36,0.62486,0.26486
0.64,0.4,0.52,200,0.4,0.624452,0.22445199999999993
0.64,0.4,0.52,200,0.44,0.62468,0.18467999999999996
0.64,0.4,0.52,200,0.48,0.6248039999999999,0.144804
0.64,0.4,0.52,200,0.52,0.624964,0.10496399999999995
0.64,0.4,0.52,200,0.56,0.624936,0.06493599999999994
0.64,0.4,0.52,200,0.6,0.625016,0.02501599999999999
0.64,0.4,0.52,200,0.64,0.625108,0.014892000000000054
0.64,0.4,0.52,200,0.68,0.625304,0.054696000000000085
0.64,0.4,0.52,200,0.72,0.6253359999999999,0.09466400000000003
0.64,0.4,0.52,200,0.76,0.624948,0.13505200000000003
0.64,0.4,0.52,200,0.8,0.6251,0.17490000000000008
0.64,0.4,0.52,200,0.84,0.625216,0.214784
0.64,0.4,0.52,200,0.88,0.6256679999999999,0.254332
0.64,0.4,0.52,200,0.92,0.625512,0.2944880000000001
0.64,0.4,0.52,200,0.96,0.6254,0.3346
0.64,0.4,0.52,200,1.0,0.625656,0.374344
0.64,0.4,0.52,500,0.0,0.6238360000000001,0.6238360000000001
0.64,0.4,0.52,500,0.04,0.62408,0.5840799999999999
0.64,0.4,0.52,500,0.08,0.6240680000000001,0.544068
0.64,0.4,0.52,500,0.12,0.623868,0.503868
0.64,0.4,0.52,500,0.16,0.624456,0.4644559999999999
0.64,0.4,0.52,500,0.2,0.6244759999999999,0.42447599999999996
0.64,0.4,0.52,500,0.24,0.6246039999999999,0.384604
0.64,0.4,0.52,500,0.28,0.6244799999999999,0.34447999999999995
0.64,0.4,0.52,500,0.32,0.624468,0.30446799999999996
0.64,0.4,0.52,500,0.36,0.6244479999999999,0.26444799999999996
0.64,0.4,0.52,500,0.4,0.624956,0.224956
0.64,0.4,0.52,500,0.44,0.624776,0.18477599999999997
0.64,0.4,0.52,500,0.48,0.624672,0.144672
0.64,0.4,0.52,500,0.52,0.625148,0.10514799999999998
0.64,0.4,0.52,500,0.56,0.6252880000000001,0.06528799999999993
0.64,0.4,0.52,500,0.6,0.624328,0.024327999999999995
0.64,0.4,0.52,500,0.64,0.62528,0.014720000000000028
0.64,0.4,0.52,500,0.68,0.625092,0.05490800000000009
0.64,0.4,0.52,500,0.72,0.624676,0.09532399999999999
0.64,0.4,0.52,500,0.76,0.624992,0.13500800000000007
0.64,0.4,0.52,500,0.8,0.6251680000000001,0.17483200000000004
0.64,0.4,0.52,500,0.84,0.625112,0.21488799999999997
0.64,0.4,0.52,500,0.88,0.625292,0.25470800000000005
0.64,0.4,0.52,500,0.92,0.625436,0.2945640000000001
0.64,0.4,0.52,500,0.96,0.625448,0.334552
0.64,0.4,0.52,500,1.0,0.6256039999999999,0.37439600000000006
0.64,0.4,0.52,1000,0.0,0.623804,0.623804
0.64,0.4,0.52,1000,0.04,0.624252,0.584252
0.64,0.4,0.52,1000,0.08,0.623928,0.543928
0.64,0.4,0.52,1000,0.12,0.62384,0.50384
0.64,0.4,0.52,1000,0.16,0.6244999999999999,0.46449999999999986
0.64,0.4,0.52,1000,0.2,0.62442,0.4244199999999999
0.64,0.4,0.52,1000,0.24,0.623776,0.383776
0.64,0.4,0.52,1000,0.28,0.624628,0.34462799999999993
0.64,0.4,0.52,1000,0.32,0.624564,0.30456399999999995
0.64,0.4,0.52,1000,0.36,0.624396,0.26439599999999996
0.64,0.4,0.52,1000,0.4,0.624728,0.2247279999999999
0.64,0.4,0.52,1000,0.44,0.6246919999999999,0.184692
0.64,0.4,0.52,1000,0.48,0.624632,0.14463199999999996
0.64,0.4,0.52,1000,0.52,0.624764,0.10476399999999994
0.64,0.4,0.52,1000,0.56,0.625132,0.06513199999999991
0.64,0.4,0.52,1000,0.6,0.625,0.024999999999999977
0.64,0.4,0.52,1000,0.64,0.625084,0.01491600000000003
0.64,0.4,0.52,1000,0.68,0.6247159999999999,0.05528400000000009
0.64,0.4,0.52,1000,0.72,0.6251439999999999,0.09485600000000002
0.64,0.4,0.52,1000,0.76,0.6253559999999999,0.13464400000000004
0.64,0.4,0.52,1000,0.8,0.625284,0.17471600000000012
0.64,0.4,0.52,1000,0.84,0.625188,0.21481200000000006
0.64,0.4,0.52,1000,0.88,0.625228,0.25477200000000005
0.64,0.4,0.52,1000,0.92,0.6255919999999999,0.2944080000000001
0.64,0.4,0.52,1000,0.96,0.6257119999999999,0.33428800000000003
0.64,0.4,0.52,1000,1.0,0.6255879999999999,0.374412
0.64,0.44,0.54,10,0.0,0.605144,0.605144
0.64,0.44,0.54,10,0.04,0.60504,0.56504
0.64,0.44,0.54,10,0.08,0.605392,0.5253920000000001
0.64,0.44,0.54,10,0.12,0.605024,0.48502400000000007
0.64,0.44,0.54,10,0.16,0.6056,0.4456
0.64,0.44,0.54,10,0.2,0.6064400000000001,0.40644
0.64,0.44,0.54,10,0.24,0.6058960000000001,0.365896
0.64,0.44,0.54,10,0.28,0.606936,0.326936
0.64,0.44,0.54,10,0.32,0.6066320000000001,0.286632
0.64,0.44,0.54,10,0.36,0.606952,0.24695200000000006
0.64,0.44,0.54,10,0.4,0.6068640000000001,0.206864
0.64,0.44,0.54,10,0.44,0.60784,0.16784000000000004
0.64,0.44,0.54,10,0.48,0.608288,0.12828800000000004
0.64,0.44,0.54,10,0.52,0.607912,0.087912
0.64,0.44,0.54,10,0.56,0.6080880000000001,0.04808799999999997
0.64,0.44,0.54,10,0.6,0.608392,0.012056000000000027
0.64,0.44,0.54,10,0.64,0.608024,0.03197599999999999
0.64,0.44,0.54,10,0.68,0.609344,0.07065600000000002
0.64,0.44,0.54,10,0.72,0.609368,0.11063199999999995
0.64,0.44,0.54,10,0.76,0.60916,0.15083999999999997
0.64,0.44,0.54,10,0.8,0.608944,0.191056
0.64,0.44,0.54,10,0.84,0.610304,0.22969599999999993
0.64,0.44,0.54,10,0.88,0.609928,0.270072
0.64,0.44,0.54,10,0.92,0.6114959999999999,0.308504
0.64,0.44,0.54,10,0.96,0.6108720000000001,0.34912799999999994
0.64,0.44,0.54,10,1.0,0.610912,0.389088
0.64,0.44,0.54,20,0.0,0.604928,0.604928
0.64,0.44,0.54,20,0.04,0.604832,0.564832
0.64,0.44,0.54,20,0.08,0.6052,0.5252
0.64,0.44,0.54,20,0.12,0.605696,0.48569599999999996
0.64,0.44,0.54,20,0.16,0.605456,0.44545599999999996
0.64,0.44,0.54,20,0.2,0.605712,0.40571199999999996
0.64,0.44,0.54,20,0.24,0.605816,0.365816
0.64,0.44,0.54,20,0.28,0.6068479999999999,0.32684799999999997
0.64,0.44,0.54,20,0.32,0.606576,0.28657599999999994
0.64,0.44,0.54,20,0.36,0.607024,0.247024
0.64,0.44,0.54,20,0.4,0.607328,0.20732799999999998
0.64,0.44,0.54,20,0.44,0.6080639999999999,0.168064
0.64,0.44,0.54,20,0.48,0.607208,0.127208
0.64,0.44,0.54,20,0.52,0.60824,0.08823999999999997
0.64,0.44,0.54,20,0.56,0.608632,0.04863199999999993
0.64,0.44,0.54,20,0.6,0.6093439999999999,0.01060800000000001
0.64,0.44,0.54,20,0.64,0.609016,0.030984000000000025
0.64,0.44,0.54,20,0.68,0.6087039999999999,0.07129600000000007
0.64,0.44,0.54,20,0.72,0.6092799999999999,0.11071999999999999
0.64,0.44,0.54,20,0.76,0.609752,0.15024800000000002
0.64,0.44,0.54,20,0.8,0.609904,0.19009600000000007
0.64,0.44,0.54,20,0.84,0.610776,0.22922399999999998
0.64,0.44,0.54,20,0.88,0.6108239999999999,0.269176
0.64,0.44,0.54,20,0.92,0.611048,0.30895200000000006
0.64,0.44,0.54,20,0.96,0.611152,0.34884799999999994
0.64,0.44,0.54,20,1.0,0.611232,0.388768
0.64,0.44,0.54,30,0.0,0.6049928638315736,0.6049928638315736
0.64,0.44,0.54,30,0.04,0.6054865187768415,0.5654865187768413
0.64,0.44,0.54,30,0.08,0.6057866899157223,0.5257866899157223
0.64,0.44,0.54,30,0.12,0.6054785107688334,0.48547851076883336
0.64,0.44,0.54,30,0.16,0.6064596209112338,0.44645962091123387
