,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
72,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2229.7047550792804, 1: 1921.4971566686868}","{0: 689.65, 1: 838.81}","{0: 0.7081967511291344, 1: 0.2811666436363636}","{0: 0.7441666666666666, 1: 0.7441666666666666}","{0: 0.113, 1: 0.113}","{0: 0.655, 1: 0.655}","{0: 0.962806822395254, 1: 0.9328966666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
73,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 684.185, 1: 684.185}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.7469666666666667, 1: 0.7469666666666667}","{0: 0.0, 1: 0.0}","{0: 0.682, 1: 0.682}","{0: 1.0, 1: 0.9663333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
74,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1740.3563098105508, 1: 1395.0756721592793}","{0: 689.65, 1: 1268.39}","{0: 0.7977390100987098, 1: 0.7922097778389543}","{0: 0.7463, 1: 0.7463}","{0: 0.455, 1: 0.455}","{0: 0.671, 1: 0.671}","{0: 0.5133259176863182, 1: 0.5288133333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
75,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1582.3402253040185}","{0: 695.115, 1: 1124.88}","{0: 0.7671916010498687, 1: 0.7740408491787578}","{0: 0.7393666666666667, 1: 0.7393666666666667}","{0: 0.338, 1: 0.338}","{0: 0.675, 1: 0.675}","{0: 0.6666666666666667, 1: 0.6666666666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
76,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1989.9936498997138, 1: 1888.1106144777777}","{0: 656.86, 1: 956.315}","{0: 0.7520597163952949, 1: 0.5853960602515723}","{0: 0.7453333333333334, 1: 0.7453333333333334}","{0: 0.231, 1: 0.231}","{0: 0.675, 1: 0.675}","{0: 0.7426251390433817, 1: 0.7349533333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
77,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1277.2933313814938}","{0: 673.255, 1: 1527.875}","{0: 0.8335958005249345, 1: 0.838210028787123}","{0: 0.7488333333333334, 1: 0.7488333333333334}","{0: 0.664, 1: 0.664}","{0: 0.658, 1: 0.658}","{0: 0.3333333333333333, 1: 0.36699999999999994}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
78,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1759.0744681170972, 1: 1531.4071089763117}","{0: 716.975, 1: 1424.545}","{0: 0.7943139125128825, 1: 0.789067516940897}","{0: 0.7444, 1: 0.7444}","{0: 0.594, 1: 0.594}","{0: 0.693, 1: 0.693}","{0: 0.5305190952910641, 1: 0.54427}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
79,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1866.8986489508613, 1: 1755.2205827555556}","{0: 711.51, 1: 1243.125}","{0: 0.7745839617656247, 1: 0.6676672165747702}","{0: 0.7471, 1: 0.7471}","{0: 0.44, 1: 0.44}","{0: 0.672, 1: 0.672}","{0: 0.6295587690025956, 1: 0.6333066666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
80,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 667.79, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.7402666666666666, 1: 0.7402666666666666}","{0: 1.0, 1: 1.0}","{0: 0.678, 1: 0.678}","{0: 0.0, 1: 0.06733333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
81,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1508.3068532110626, 1: 2351.8014825350274}","{0: 711.51, 1: 1820.36}","{0: 0.8402000268598239, 1: 0.6828807667253177}","{0: 0.7445, 1: 0.7445}","{0: 0.898, 1: 0.898}","{0: 0.66, 1: 0.66}","{0: 0.30018168335187234, 1: 0.33719666666666653}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
82,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1745.434473094923, 1: 2351.8871323375265}","{0: 689.65, 1: 1663.28}","{0: 0.7968097944931523, 1: 0.6707508111530399}","{0: 0.747, 1: 0.747}","{0: 0.779, 1: 0.779}","{0: 0.664, 1: 0.664}","{0: 0.5179903596588802, 1: 0.5330066666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
83,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1915.0927598031058, 1: 1707.5048991833335}","{0: 689.65, 1: 1523.36}","{0: 0.7657652772546925, 1: 0.7731489866666666}","{0: 0.7431, 1: 0.7431}","{0: 0.673, 1: 0.673}","{0: 0.673, 1: 0.673}","{0: 0.6738264738598443, 1: 0.6731033333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
84,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 2063.3216666666667}","{0: 744.3, 1: 744.3}","{0: 0.7007874015748031, 1: 0.233}","{0: 0.6832999999999999, 1: 0.6832999999999999}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
85,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 738.835, 1: 738.835}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.6821, 1: 0.6821}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
86,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1785.728770316391, 1: 1488.9314992913692}","{0: 733.37, 1: 1148.06}","{0: 0.789436638551438, 1: 0.779610488386433}","{0: 0.6846, 1: 0.6846}","{0: 0.339, 1: 0.339}","{0: 1.0, 1: 1.0}","{0: 0.5550018539117538, 1: 0.5999466666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
87,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1621.8151552768668}","{0: 700.58, 1: 1098.48}","{0: 0.7671916010498687, 1: 0.754117448394886}","{0: 0.6875333333333333, 1: 0.6875333333333333}","{0: 0.318, 1: 0.318}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666667, 1: 0.7003333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
88,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2016.1312550398666, 1: 1900.1430669222223}","{0: 684.185, 1: 1077.36}","{0: 0.7472769890137481, 1: 0.6563545531931301}","{0: 0.6864333333333332, 1: 0.6864333333333332}","{0: 0.302, 1: 0.302}","{0: 1.0, 1: 1.0}","{0: 0.7666332962550984, 1: 0.7902033333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
89,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1370.1886765142488}","{0: 722.44, 1: 1545.405}","{0: 0.8335958005249345, 1: 0.8188271258623978}","{0: 0.6824333333333332, 1: 0.6824333333333332}","{0: 0.669, 1: 0.669}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.4006666666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
90,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1788.5907876205408, 1: 1565.8876727292836}","{0: 716.975, 1: 1566.895}","{0: 0.7889129391362231, 1: 0.7849047661018141}","{0: 0.6848666666666666, 1: 0.6848666666666666}","{0: 0.677, 1: 0.677}","{0: 1.0, 1: 1.0}","{0: 0.557630700778643, 1: 0.6023099999999999}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
91,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2035.9070276393427, 1: 1847.4821897777779}","{0: 733.37, 1: 1564.07}","{0: 0.7436583663971925, 1: 0.6580607911789652}","{0: 0.6785, 1: 0.6785}","{0: 0.679, 1: 0.679}","{0: 1.0, 1: 1.0}","{0: 0.7847979236188357, 1: 0.8065333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
92,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 738.835, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.6778333333333334, 1: 0.6778333333333334}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.101}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
93,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312335, 1: 2617.8580261437905}","{0: 760.695, 1: 1955.0}","{0: 0.8335958005249345, 1: 0.6285620653594773}","{0: 0.6801999999999999, 1: 0.6801999999999999}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333332, 1: 0.40066666666666656}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
94,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 2682.6945492202726}","{0: 700.58, 1: 1955.0}","{0: 0.7671916010498687, 1: 0.5938097933723196}","{0: 0.6858333333333334, 1: 0.6858333333333334}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.7003333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
95,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 716.975, 1: 1955.0}","{0: 0.7007874015748031, 1: 0.718}","{0: 0.6887666666666666, 1: 0.6887666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.684640522875817, 1: 0.684640522875817}"
96,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2220.017138747725, 1: 1684.0956378628841}","{0: 635.0, 1: 1104.92}","{0: 0.7099694165145974, 1: 0.3687782921985816}","{0: 0.8739666666666667, 1: 0.8739666666666667}","{0: 0.356, 1: 0.356}","{0: 0.0, 1: 0.0}","{0: 0.882387838338895, 1: 0.7932666666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
97,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 635.0, 1: 635.0}","{0: 0.684640522875817, 1: 0.0}","{0: 0.8700333333333334, 1: 0.8700333333333334}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 0.899}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
98,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1685.0529504884391, 1: 1125.3269448530607}","{0: 635.0, 1: 1581.44}","{0: 0.8078585634970834, 1: 0.8366630067919887}","{0: 0.8705666666666667, 1: 0.8705666666666667}","{0: 0.717, 1: 0.717}","{0: 0.0, 1: 0.0}","{0: 0.4278494623655914, 1: 0.3846366666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
99,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1458.9071523594928}","{0: 635.0, 1: 1074.56}","{0: 0.7564270152505446, 1: 0.7586146081094791}","{0: 0.8693333333333334, 1: 0.8693333333333334}","{0: 0.333, 1: 0.333}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
100,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1856.0740644444445}","{0: 635.0, 1: 635.0}","{0: 0.7564270152505446, 1: 0.5308532121212121}","{0: 0.8695333333333334, 1: 0.8695333333333334}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
101,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1276.165240326235}","{0: 635.0, 1: 1518.08}","{0: 0.8282135076252723, 1: 0.8388618458637965}","{0: 0.8689333333333334, 1: 0.8689333333333334}","{0: 0.669, 1: 0.669}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.29966666666666664}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
102,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1711.06169974021, 1: 1330.3327740513014}","{0: 635.0, 1: 1090.4}","{0: 0.8030994145031638, 1: 0.8281276228391398}","{0: 0.8717666666666667, 1: 0.8717666666666667}","{0: 0.345, 1: 0.345}","{0: 0.0, 1: 0.0}","{0: 0.4499480904708936, 1: 0.4045033333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
103,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.813180827887, 1: 1555.5882277777778}","{0: 635.0, 1: 635.0}","{0: 0.8282135076252722, 1: 0.6362300823045267}","{0: 0.8741666666666668, 1: 0.8741666666666668}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333334, 1: 0.29966666666666675}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
104,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 635.0, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8692333333333333, 1: 0.8692333333333333}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
105,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1445.2444273957262, 1: 1864.139887853881}","{0: 635.0, 1: 1528.64}","{0: 0.8517393545479, 1: 0.769752565388128}","{0: 0.8700333333333334, 1: 0.8700333333333334}","{0: 0.677, 1: 0.677}","{0: 0.0, 1: 0.0}","{0: 0.22409343715239147, 1: 0.20145999999999992}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
106,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1448.6395292275852, 1: 1670.3273843274853}","{0: 635.0, 1: 1079.84}","{0: 0.8511181099309085, 1: 0.7991991578947368}","{0: 0.8708, 1: 0.8708}","{0: 0.337, 1: 0.337}","{0: 0.0, 1: 0.0}","{0: 0.22697812384130517, 1: 0.20405333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
107,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 1258.01}","{0: 635.0, 1: 635.0}","{0: 0.9, 1: 0.886}","{0: 0.8714666666666667, 1: 0.8714666666666667}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
